"Time (UTC)","Gender","Age","Geography","Urban Density","Income","Weight","Screener Answer","Answer"
"2012-11-07 02:04:32","Female","18-24","US-MIDWEST-IA-Cedar-Rapids","Suburban","$0-$24,999",0.6355445,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:04:32","Female","18-24","US-NORTHEAST-NY-Shirley","Urban","$50,000-$74,999",0.6704847,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:04:29","Female","18-24","US-NORTHEAST-NY-New-York","Urban","$0-$24,999",0.6704847,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:08:46","Female","65+","US-NORTHEAST-NY-Elmira","Suburban","$25,000-$49,999",1.999801,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:09:10","Female","55-64","US-WEST-CA-Danville","Urban","$100,000-$149,999",0.5122865,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:09:22","Female","65+","US-MIDWEST-WI-Muskego","Suburban","$50,000-$74,999",0.6473189,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:09:26","Female","65+","US-WEST-NM-Los-Alamos","Suburban","$75,000-$99,999",1.0223087,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:09:23","Female","45-54","US-MIDWEST-OH-Cleveland","Suburban","$0-$24,999",0.5425941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:09:34","Male","45-54","US-WEST-NM-Clovis","Suburban","$25,000-$49,999",1.5794568,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:09:44","Female","45-54","US-MIDWEST-MO-Raytown","Suburban","$25,000-$49,999",0.5425941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:09:47","Female","55-64","US-WEST-CA-Rancho-Cordova","Suburban","$25,000-$49,999",0.5122865,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:10:38","Female","45-54","US-NORTHEAST-CT-Mansfield","Urban","$75,000-$99,999",1.105404,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:10:00","Female","18-24","US-SOUTH-FL-Miami-Shores","Urban","$25,000-$49,999",0.6743839,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:10:01","Female","35-44","US-WEST-WA-Vancouver","Urban","$50,000-$74,999",1.1191708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:10:02","Female","Unknown","US-NORTHEAST-PA-Lebanon","Suburban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:10:02","Male","18-24","US-MIDWEST-WI-Franklin","Suburban","$50,000-$74,999",1.1154767,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 02:10:09","Male","18-24","US-MIDWEST-IN-Jeffersonville","Suburban","$25,000-$49,999",1.1154767,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:10:10","Female","18-24","US-WEST-NM-Clovis","Suburban","$25,000-$49,999",0.5860146,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:10:08","Male","18-24","US-MIDWEST-MI-Grosse-Pointe-Woods","Urban","$75,000-$99,999",1.1154767,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:10:09","Unknown","Unknown","US-WEST-AZ-Chandler","Suburban","$50,000-$74,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:10:11","Male","55-64","US-MIDWEST-IL-Danville","Suburban","$25,000-$49,999",1.1743572,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:11:08","Female","35-44","US-SOUTH-DC-Washington","Urban","$25,000-$49,999",1.3242941,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:11:27","Female","18-24","US-MIDWEST-MO-St.-Peters","Suburban","$50,000-$74,999",0.6355445,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:11:59","Female","55-64","US","Urban","$50,000-$74,999",,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 02:12:12","Female","25-34","US-SOUTH-TX-Pearland","Suburban","$25,000-$49,999",1.0065915,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:12:13","Female","Unknown","US-SOUTH-FL-Fruit-Cove","Suburban","$75,000-$99,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:12:35","Female","55-64","US-NORTHEAST-NJ-Pennington","Suburban","$75,000-$99,999",0.8150521,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:12:18","Female","18-24","US-SOUTH-MS-Tupelo","Rural","$25,000-$49,999",0.6743839,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:12:13","Female","45-54","US-NORTHEAST-MA-Greenfield","Suburban","$25,000-$49,999",1.105404,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:12:17","Female","45-54","US-NORTHEAST-CT-Milford","Urban","$50,000-$74,999",1.105404,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:12:13","Female","18-24","US-SOUTH-KY-Ashland","Urban","$25,000-$49,999",0.6743839,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 02:12:19","Male","25-34","US-NORTHEAST-PA-St.-Marys","Suburban","$25,000-$49,999",1.1159799,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:12:15","Female","25-34","US-MIDWEST-IL-Dixon","Suburban","$25,000-$49,999",0.9362303,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:12:17","Female","Unknown","US-WEST-CA-San-Jose","Urban","$50,000-$74,999",,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:12:37","Female","Unknown","US-WEST-CA-San-Francisco","Urban","$50,000-$74,999",,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:12:20","Unknown","Unknown","US-NORTHEAST-CT-New-Britain","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:12:26","Male","35-44","US-SOUTH-TX-El-Paso","Suburban","$25,000-$49,999",2.063548,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:12:20","Unknown","Unknown","US-NORTHEAST-PA-Clarion","Suburban","$0-$24,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:12:21","Female","18-24","US-NORTHEAST-PA-Souderton","Suburban","$50,000-$74,999",0.6704847,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:12:27","Male","Unknown","US-WEST-NM-Clovis","Suburban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:12:27","Male","18-24","US-NORTHEAST-NH-Laconia","Suburban","$25,000-$49,999",1.4948108,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:12:25","Female","45-54","US-MIDWEST-MI-Owosso","Suburban","$25,000-$49,999",0.5425941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:16:09","Male","45-54","US-SOUTH-FL-Key-West","Urban","$25,000-$49,999",1.7143315,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:16:07","Female","18-24","US-SOUTH-FL-Cocoa","Urban","$0-$24,999",0.6743839,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:16:05","Male","45-54","US-WEST-NM-Albuquerque","Suburban","$0-$24,999",1.5794568,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:16:08","Female","55-64","US-WEST-CA-Manteca","Suburban","$25,000-$49,999",0.5122865,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:16:14","Female","65+","US-MIDWEST-MN-Austin","Suburban","$25,000-$49,999",0.6473189,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:16:09","Male","18-24","US-SOUTH-FL-Oviedo","Suburban","$50,000-$74,999",1.1916284,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:16:09","Male","25-34","US-SOUTH-FL-Coral-Springs","Urban","$25,000-$49,999",1.1818841,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:16:11","Female","35-44","US-NORTHEAST-CT-New-Britain","Urban","$25,000-$49,999",2.2664681,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:16:14","Male","35-44","US-MIDWEST-IL-Dixon","Suburban","$25,000-$49,999",1.3700423,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:16:12","Male","35-44","US-MIDWEST-IL-Batavia","Suburban","$50,000-$74,999",1.3700423,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:16:20","Male","65+","US-MIDWEST-IN-Grabill","Rural","$25,000-$49,999",1.0142414,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 02:18:08","Female","45-54","US-WEST-ID-Rexburg","Suburban","$25,000-$49,999",0.7264175,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:03","Female","55-64","US-MIDWEST-MO-St.-Louis","Suburban","$0-$24,999",0.3894083,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:05","Female","Unknown","US-SOUTH-FL-Tamiami","Urban","$50,000-$74,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:18:07","Male","65+","US-SOUTH-TX-Houston","Urban","$25,000-$49,999",1.2413651,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:07","Female","25-34","US-SOUTH-TX-Seagoville","Rural","$25,000-$49,999",1.0065915,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:18:23","Female","25-34","US-MIDWEST-MI-Monroe","Suburban","$25,000-$49,999",0.9362303,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:18:07","Unknown","Unknown","US-NORTHEAST-PA-Oxford","Rural","$25,000-$49,999",,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 02:18:15","Male","65+","US-SOUTH-TX-Victoria","Suburban","$25,000-$49,999",1.2413651,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:10","Unknown","Unknown","US-MIDWEST-MN-New-Prague","Rural","$50,000-$74,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:14","Female","Unknown","US-NORTHEAST-NY-New-York","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:18:12","Female","18-24","US-NORTHEAST-MA-Dartmouth","Suburban","$50,000-$74,999",0.6704847,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:23","Female","25-34","US-WEST-CA-San-Diego","Suburban","$25,000-$49,999",0.9446547,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:18:17","Male","35-44","US-SOUTH-AL-Moody","Rural","$25,000-$49,999",2.063548,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:22","Female","65+","US-MIDWEST-MN-Mankato","Suburban","$25,000-$49,999",0.6473189,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:18:16","Female","35-44","US-MIDWEST-MI-Tecumseh","Suburban","$50,000-$74,999",1.0257441,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:15","Female","35-44","US-WEST-CA-Coronado","Urban","$50,000-$74,999",1.1191708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:18:20","Female","65+","US-WEST-AZ-Kingman","Suburban","$25,000-$49,999",1.0223087,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:21","Unknown","Unknown","US-WEST-CA-Vallejo","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:18:24","Male","45-54","US-MIDWEST-IA-Marshalltown","Suburban","$25,000-$49,999",1.1327092,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:18:22","Male","Unknown","US-MIDWEST-MN-Maplewood","Urban","$50,000-$74,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:18:25","Female","18-24","US-SOUTH-FL-Apopka","Suburban","$50,000-$74,999",0.6743839,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:27","Female","Unknown","US-WEST-AZ-Surprise","Suburban","$25,000-$49,999",,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:18:34","Female","55-64","US-SOUTH-KY-Oak-Grove","Suburban","$25,000-$49,999",0.4507708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:29","Female","45-54","US-MIDWEST-OH-Maumee","Suburban","$50,000-$74,999",0.5425941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:18:29","Male","35-44","US-MIDWEST-MO-Columbia","Suburban","$25,000-$49,999",1.3700423,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:18:29","Female","65+","US-WEST-CA-Ontario","Suburban","$25,000-$49,999",1.0223087,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:29","Unknown","Unknown","US-NORTHEAST-NY-New-York","Urban","$0-$24,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:34","Unknown","Unknown","US-WEST-CA-Pleasanton","Suburban","$75,000-$99,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:38","Male","35-44","US-NORTHEAST-PA-Gettysburg","Rural","$25,000-$49,999",2.2276999,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:18:36","Unknown","Unknown","US-SOUTH-NC-Yadkinville","Rural","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:24:26","Female","18-24","US-SOUTH-NC-Fayetteville","Rural","$25,000-$49,999",0.6743839,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:24:55","Female","45-54","US-MIDWEST-MI-Battle-Creek","Suburban","$25,000-$49,999",0.5425941,"Third party candidate / Undecided","Third party candidate"
"2012-11-07 02:25:31","Female","65+","US-SOUTH-OK-Oklahoma-City","Suburban","$0-$24,999",1.0581287,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:25:38","Female","65+","US-MIDWEST-OH-Rocky-River","Urban","$50,000-$74,999",0.6473189,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:25:37","Male","25-34","US-SOUTH-WV-Huntington","Suburban","$25,000-$49,999",1.1818841,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:26:03","Female","55-64","US-NORTHEAST-PA-Upper-St.-Clair","Urban","$75,000-$99,999",0.8150521,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:26:12","Male","18-24","US-MIDWEST-OH-Waterville","Suburban","$50,000-$74,999",1.1154767,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:26:09","Female","55-64","US-WEST-CA-Chico","Suburban","$25,000-$49,999",0.5122865,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:26:13","Female","55-64","US-NORTHEAST-PA-Wilkes-Barre","Unknown","$25,000-$49,999",0.8150521,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:26:10","Female","45-54","US-WEST-NM-Clovis","Suburban","$25,000-$49,999",0.7264175,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:26:18","Male","18-24","US-NORTHEAST-NY","Rural","$25,000-$49,999",1.4948108,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:26:13","Female","45-54","US-MIDWEST-MN-Big-Lake","Rural","$50,000-$74,999",0.5425941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:26:13","Female","Unknown","US-WEST-CO-Grand-Junction","Urban","$0-$24,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:26:15","Male","45-54","US-WEST-NM-Albuquerque","Suburban","$0-$24,999",1.5794568,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:30:34","Female","18-24","US-NORTHEAST-PA-Glenside","Urban","$50,000-$74,999",0.6704847,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:30:55","Female","35-44","US-NORTHEAST-MA-Boston","Urban","$50,000-$74,999",2.2664681,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:30:56","Female","25-34","US-MIDWEST-OH-Shaker-Heights","Urban","$25,000-$49,999",0.9362303,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:30:55","Female","35-44","US-WEST-OR-Portland","Suburban","$25,000-$49,999",1.1191708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:31:07","Male","18-24","US-SOUTH-TN-Jasper","Rural","$25,000-$49,999",1.1916284,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:31:24","Male","25-34","US","Urban","$75,000-$99,999",,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:31:25","Female","18-24","US-SOUTH-TX-Houston","Urban","$25,000-$49,999",0.6743839,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:31:31","Female","45-54","US-MIDWEST-IL-Northbrook","Urban","$75,000-$99,999",0.5425941,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:32:19","Unknown","Unknown","US-SOUTH-MS-Madison","Suburban","$50,000-$74,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-07 02:32:15","Male","25-34","US-SOUTH-NC-Mooresville","Rural","$25,000-$49,999",1.1818841,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-07 02:32:16","Unknown","Unknown","US-NORTHEAST-NY-Pearl-River","Urban","$50,000-$74,999",,"Third party candidate / Undecided","Third party candidate"
